Company Name,High,Low,Last Price,Prv Close,Change,Day Volume,FiveDay AvgVolume,TenDayAvgVolume,ThirtyDayAvgVolume,Rating,Api
Canara Bank,413.90,398,411.05,402.75,8.30,2161892,1914356,2073089,1947656,4 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/canarabank/CB06
Guj Flourochem,773.75,740.15,768.65,753.50,15.15,26587,41260,75195,69472,2 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicals/GF07
Venkys,467.95,456.30,463.45,454.20,9.25,25511,63024,43399,48752,3 Star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/venkys/V03
EIH Assoc Hotel,195.95,192,195.90,192.05,3.85,1979,3942,3892,2468,3 Star,http://www.moneycontrol.com/india/stockpricequote/hotels/eihassociatedhotels/EIH01
Styrolution ABS,652,629.95,642.65,630.10,12.55,86303,16908,27885,28573,4 Star,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/styrolutionabs(india)/INE01
Alembic,49.95,47.95,48.95,48,0.95,674458,835722,849988,819988,2 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembic/A08
Butterfly,290,260.30,272.50,267.25,5.25,44885,13391,7497,3123,5 Star,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/butterflygandhimathiappliances/GA
NTPC,146.30,142.50,145.90,143.10,2.80,6573392,4988274,4574855,5109971,4 Star,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/ntpc/NTP
Nectar Life,39.70,37.50,39,38.25,0.75,390737,783104,950190,551860,2 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nectarlifesciences/NL01
Sundram,198.50,190.45,194.65,190.95,3.70,473980,505262,571464,385839,2 Star,http://www.moneycontrol.com/india/stockpricequote/fasteners/sundramfasteners/SF23
Tara Jewels,95.45,91.60,94.65,92.85,1.80,3008,9487,7747,7892,3 Star,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/tarajewels/TJ01
SREI Infra,44.90,43.30,44.60,43.75,0.85,364561,1090035,1026398,742954,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-leasinghirepurchase/sreiinfrastructurefinance/SRE02
Everonn Edu,43.75,41.15,42.05,41.25,0.80,61524,87547,188116,82294,2 Star,http://www.moneycontrol.com/india/stockpricequote/computers-software-training/everonneducation/EE05
Pennar Inds,62.60,59.40,60.65,59.50,1.15,1581404,2577425,2122308,1310485,3 Star,http://www.moneycontrol.com/india/stockpricequote/steel-crhrstrips/pennarindustries/PI28
Gabriel India,96.75,92.05,95.65,93.85,1.80,793235,1058092,1210786,913892,2 Star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/gabrielindia/GI02
Panasonic App,264,256,263.10,258.15,4.95,5582,6712,44553,18919,2 Star,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/panasonicappliancesindiacompany/PHA01
JagranPrakashan,138.80,134,136.70,134.15,2.55,268805,169487,202393,195135,4 Star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12
Abbott India,3331.35,3199.65,3295.70,3234.35,61.35,6247,24824,18992,7981,3 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/abbottindia/AI51
Ahmednagar Forg,461.25,440.20,458.55,450,8.55,336073,546925,427977,313503,3 Star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/ahmednagarforgings/AF01
Birla Gold ETF,2535,2502,2529.95,2482.70,47.25,142,112,116,91,4 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/birlasunlifegoldetf/BSL02
Mangalam Cement,320,309.05,315.65,309.80,5.85,255571,125291,175749,145176,4 Star,http://www.moneycontrol.com/india/stockpricequote/cement-major/mangalamcement/MC03
Union Bank,222.50,214.20,220.95,216.90,4.05,4077683,3860194,4737658,4346333,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/unionbankindia/UBI01
Salora Inter,43.85,42,43.70,42.90,0.80,517,6613,4818,3234,3 Star,http://www.moneycontrol.com/india/stockpricequote/consumergoods-electronic/salorainternational/SI24
Lakshmi Mills,2131,2076,2131,2092,39,10,52,79,62,2 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-compositemills/lakshmimillscompany/LMC
Ambika Cotton,489,468.40,483.75,474.95,8.80,9789,9199,7837,4571,5 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/ambikacottonmills/ACM04
Power Grid Corp,147.05,143.70,146.75,144.10,2.65,2769723,4738496,5244117,5196949,2 Star,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/powergridcorporationindia/PGC
Hind Copper,82.20,78.95,80.55,79.10,1.45,246337,222383,299002,253283,2 Star,http://www.moneycontrol.com/india/stockpricequote/metals-nonferrous/hindustancopper/HC07
Alembic Pharma,461.90,448.95,455.50,447.35,8.15,165432,306048,213864,201393,3 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alembicpharmaceuticals/AP35
Trigyn Tech,49.40,46,47.25,46.40,0.85,46018,95850,82595,84506,3 Star,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/trigyntechnologies/TT08
Bajaj Hind,22.70,21.80,22.50,22.10,0.40,2177013,4624674,2950739,1891520,3 Star,http://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthan/BH06
Jyoti Structure,43.30,41,42.30,41.55,0.75,725945,1326991,1677585,878338,2 Star,http://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/jyotistructures/JS03
Astra Microwave,122.70,117,120.80,118.65,2.15,752724,520913,1558618,898276,2 Star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/astramicrowaveproducts/AMP01
Arvind,289,279.30,287.10,282.05,5.05,2549366,2656637,3077677,3048978,2 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-denim/arvind/A18
IDFC,158.80,153.90,157.40,154.65,2.75,9233547,6426366,8400123,5960298,4 Star,http://www.moneycontrol.com/india/stockpricequote/finance-termlendinginstitutions/idfc/IDF
Kesar Terminals,410,390.05,399.50,392.50,7,5956,6767,20387,12311,2 Star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04
Ajanta Pharma,2175,2100.05,2154.30,2117.10,37.20,40551,62400,73438,43964,2 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22
FDC,157.90,151.10,154.90,152.25,2.65,73031,138253,99949,97493,3 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC
Eimco Elecon,357.95,339.90,350,344,6,1125,669,777,667,4 Star,http://www.moneycontrol.com/india/stockpricequote/engineering-heavy/eimcoelecon(india)/EEI
Jocil,131.10,126,128.40,126.20,2.20,2768,5543,5451,2885,3 Star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jocil/J01
Bajaj Corp,295,282,289.50,284.65,4.85,124680,96819,88427,82008,5 Star,http://www.moneycontrol.com/india/stockpricequote/personalcare/bajajcorp/BC02
Godfrey Phillip,3064.95,2992,3033.40,2982.60,50.80,8098,7051,6255,3467,5 Star,http://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
CPSE ETF,25.95,25.25,25.86,25.43,0.43,1035006,242780,508842,558839,4 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/goldmansachsmutualfund-cpseetf/CPS01
Reliance Power,73.40,71.50,73.10,71.90,1.20,7121553,5680711,6387503,4838980,4 Star,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/reliancepower/RP
Goldman BEES,2439,2416.05,2430.40,2390.45,39.95,34694,23182,35685,24328,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-privatesector/goldmansachsgoldexchangetradedscheme/GBE
Gyscoal Alloys,40.80,37.10,39.80,39.15,0.65,12436,8176,12703,10736,2 Star,http://www.moneycontrol.com/india/stockpricequote/steel-spongeiron/gyscoalalloys/GA01
Indian Bank,186,179.30,184.25,181.25,3,170245,308338,275490,267452,3 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/indianbank/IB04
Fert and Chem,34.50,33.30,33.80,33.25,0.55,74168,69895,136286,75192,2 Star,http://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT
Ashok Leyland,55.60,54,55.30,54.40,0.90,17903225,30693039,23226246,16457316,3 Star,http://www.moneycontrol.com/india/stockpricequote/auto-lcvshcvs/ashokleyland/AL
Electrosteel,21.75,20.90,21.50,21.15,0.35,332985,766322,685682,522444,3 Star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/electrosteelcastings/EC02
Ind Motor Parts,759,719,751.85,739.80,12.05,7023,6371,3877,2968,5 Star,http://www.moneycontrol.com/india/stockpricequote/trading/indiamotorpartsaccessories/IMP03
Sunil HitechEng,193.35,181.45,184,181.05,2.95,189999,123506,180562,104387,4 Star,http://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/sunilhitechengineers/SHE
TTK Prestige,3920,3712.20,3808.10,3747.40,60.70,13607,12536,10000,13582,4 Star,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/ttkprestige/TTK02
Alkali Metals,23,21,22.25,21.90,0.35,7686,13805,10022,6459,3 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/alkalimetals/AM11
Himadri Chem,28.95,28,28.55,28.10,0.45,31181,144736,138404,73691,3 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/himadrichemicalsindustries/HCI01
Tourism Finance,48.95,45.60,47.50,46.75,0.75,405033,442863,530446,392956,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-termlendinginstitutions/tourismfinancecorpindia/TFC
KEC Intl,99.30,94.70,98.50,96.95,1.55,275807,351910,408189,313993,2 Star,http://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/kecinternational/KEC04
UTI - Gold,2499,2411.10,2419.60,2381.85,37.75,3446,2461,3545,2490,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/utigoldexchangetradedfund/UTI18
Bank of Mah,45.50,44.15,45.20,44.50,0.70,237462,410804,540120,305895,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/bankmaharashtra/BM05
Bharat Elec,2299.70,2245.45,2280.45,2245.40,35.05,122941,147226,148450,109647,2 Star,http://www.moneycontrol.com/india/stockpricequote/electricals/bharatelectronics/BE03
Dishman Pharma,144.45,140,141.15,139,2.15,840091,1250833,978381,827887,3 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/dishmanpharmaceuticalschemicals/DPC02
Century,593.90,574.45,584.25,575.25,9,809908,568596,1084086,740098,2 Star,http://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
PanasonicCarbon,269.80,257.60,263.65,259.65,4,1952,7813,21913,11956,2 Star,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/panasoniccarbonindia/PCI04
SRF,859.85,826,850.55,837.65,12.90,380744,318430,888761,453872,2 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-manmade/srf/SRF
Bajaj Finserv,1070,1025,1049.25,1033.55,15.70,111096,141775,117887,66847,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajfinserv/BF04
Mindtree,1149,1111.55,1142.35,1125.35,17,70748,128619,245924,236017,2 Star,http://www.moneycontrol.com/india/stockpricequote/computers-software/mindtree/MT13
BSL,36.50,33,33.90,33.40,0.50,13039,31995,19547,8847,3 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-weaving/bsl/BSL
Educomp Sol,32.70,29.15,30.65,30.20,0.45,570353,288525,662692,390695,2 Star,http://www.moneycontrol.com/india/stockpricequote/computers-software-training/educompsolutions/ES8
Kirl Electric,31,28.90,30.65,30.20,0.45,18624,40708,34306,21603,3 Star,http://www.moneycontrol.com/india/stockpricequote/electricequipment/kirloskarelectricco/KEC02
Thirumalai Chem,108.30,104.50,106.35,104.80,1.55,34026,72730,61267,35186,3 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/thirumalaichemicals/TC07
IG Petro,65,55,61.85,60.95,0.90,75044,88275,53562,27847,3 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP
Sangam India,84.40,81,82.55,81.35,1.20,64544,38043,30812,30897,5 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-syntheticblended/sangam(india)/SI03
Supreme Ind,596.90,579.70,591.50,582.95,8.55,38250,83569,64761,59977,3 Star,http://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48
Orient Press,105.70,99.05,105.50,104,1.50,4358,4814,5025,4665,2 Star,http://www.moneycontrol.com/india/stockpricequote/printingstationery/orientpress/OP02
SJVN,24.35,23.85,24.15,23.80,0.35,1031109,2062789,3135443,1504296,2 Star,http://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/sjvn/S11
Ramco Cements,355,346,353.95,348.90,5.05,596157,150005,197643,128105,4 Star,http://www.moneycontrol.com/india/stockpricequote/cement-major/theramcocements/MC
JSW Holdings,963,927,952.75,939.35,13.40,28884,69115,55674,46357,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/jswholdings/JSW
IFCI,39.35,37.95,39.15,38.60,0.55,6727433,10800787,10489985,7668978,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-termlendinginstitutions/ifci/IFC02
Hinduja Found,50,50,50,49.30,0.70,146,6904,4352,3041,3 Star,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/hindujafoundries/HF10
Tata Comm,446.50,434.55,442.15,436,6.15,723042,776420,982453,613724,2 Star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatacommunications/TC17
Microsec Fin,83.50,77.15,80.35,79.25,1.10,32671,53036,33591,18937,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-general/microsecfinancialservices/MFS
Hatsun Agro,316.80,285,313.05,308.75,4.30,15215,3227,4207,4447,4 Star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/hatsunagroproducts/HAP
J. K. Cement,679.80,662.70,668.70,659.55,9.15,88451,72474,142555,95828,2 Star,http://www.moneycontrol.com/india/stockpricequote/cement-major/jkcement/JKC03
STC India,206.45,199,202.50,199.75,2.75,111443,62614,92334,105343,4 Star,http://www.moneycontrol.com/india/stockpricequote/trading/statetradingcorporationindia/STC
Alphageo,522,491.15,507.70,500.85,6.85,59697,57343,43888,28245,5 Star,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/alphageo(india)/AI10
Birla Nifty ETF,83.99,82.15,83.34,82.21,1.13,298,482,504,328,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/birlasunlifeniftyetf/BSL03
HFCL,22.95,21.65,22.40,22.10,0.30,8981197,12233069,11020717,8201008,3 Star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/himachalfuturisticcommunication/HFC
Kanoria Chem,41.30,39.90,40.90,40.35,0.55,21791,32381,76697,56943,2 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01
Marksans Pharma,62.70,58.50,60.90,60.10,0.80,2192904,2156534,3358729,3338146,2 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21
Opto Circuits,23.70,22.70,23.10,22.80,0.30,1905658,4538454,4781024,2862881,2 Star,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/optocircuitsindia/OCI01
Hitech Plast,120.65,114.60,118.85,117.30,1.55,20968,40365,24866,27493,3 Star,http://www.moneycontrol.com/india/stockpricequote/plastics/hitechplast/HP08
Balrampur Chini,67,63.25,65.15,64.30,0.85,943598,2897992,1776813,918925,3 Star,http://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Zee Media,23.80,22.75,23.05,22.75,0.30,1736865,3105346,3007319,1446876,3 Star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeemediacorporation/ZN
Indian Hotels,109.55,105.85,108.25,106.85,1.40,774482,620795,902690,826384,2 Star,http://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC
Bajaj Holdings,1439.70,1398.05,1422.85,1404.45,18.40,92136,66185,49926,29990,5 Star,http://www.moneycontrol.com/india/stockpricequote/finance-investments/bajajholdingsinvestment/BHI
Rane Brake,296,280,295.15,291.35,3.80,3691,7813,6859,5746,3 Star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ranebrakelinings/RBL01
Bank of India,289.95,283,288.65,285,3.65,3497581,3027811,3446869,3436570,4 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/bankofindia/BOI
Vardhman Text,422.40,412.25,421.40,416,5.40,37026,122082,89793,73299,3 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cottonblended/vardhmantextiles/VT10
JK Paper,31.85,31.05,31.80,31.40,0.40,50318,53619,70028,50005,2 Star,http://www.moneycontrol.com/india/stockpricequote/paper/jkpaper/JKP01
Allahabad Bank,121.80,118.20,120.95,119.45,1.50,2821080,2935345,3583605,3512742,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/allahabadbank/AB15
Bharti Airtel,395,385.20,393.20,388.35,4.85,2082320,3510656,6188759,4363802,2 Star,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08
Karnataka Bank,140.90,136.05,138.90,137.20,1.70,2627055,3470048,3506323,2144522,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-privatesector/karnatakabank/KB04
HEG,281.20,269.95,277.30,273.90,3.40,49899,85220,63230,37892,3 Star,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG
Capital First,365.50,356.15,361.90,357.45,4.45,139896,329171,395129,269678,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-general/capitalfirst/FCH
Thermax,1093.70,1043,1062.10,1049.15,12.95,93064,64941,117240,60979,2 Star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/thermax/T
Excel Infoways,25,24.50,24.95,24.65,0.30,19451,17573,17780,13032,4 Star,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/excelinfoways/EI07
Britannia,1703.90,1640,1644,1624.30,19.70,377117,194763,172442,122830,5 Star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/britanniaindustries/BI
Shoppers Stop,519.45,495.05,508,501.90,6.10,120429,161643,198085,94155,2 Star,http://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
Punjab & Sind,63.55,61.55,62.95,62.20,0.75,318890,1055807,667826,362539,3 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/punjabsindbank/PSB
Mcleod,246,238.20,245.20,242.30,2.90,571436,572824,468878,366202,3 Star,http://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/mcleodrussel(india)/MRI02
Man Infra,25.90,24.85,25.15,24.85,0.30,76839,185887,193927,86857,2 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/maninfraconstruction/MI37
Castrol,454.60,438.40,447.30,442.05,5.25,539616,658375,512015,289156,3 Star,http://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01
Bata India,1340.55,1301.40,1329.45,1313.65,15.80,407946,167867,154058,156826,5 Star,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/bataindia/BI01
Redington,104.25,101.20,103.90,102.70,1.20,678066,1570785,1230633,557287,3 Star,http://www.moneycontrol.com/india/stockpricequote/computers-hardware/redington(india)/RI37
Atul Auto,393.90,375,387.20,382.70,4.50,44799,46339,121672,68568,2 Star,http://www.moneycontrol.com/india/stockpricequote/auto-23wheelers/atulauto/AA08
Goldiam Inter,32,28.50,30.90,30.55,0.35,13625,14146,12006,8962,3 Star,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingpreciousmetalsjewellery/goldiaminternational/GI10
Asahi India,130,126.90,128.35,126.90,1.45,32386,104412,122661,120380,2 Star,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/asahiindiaglass/AIG01
BharatiShipyard,35.70,34.10,35.10,34.70,0.40,20782,26580,29995,28170,2 Star,http://www.moneycontrol.com/india/stockpricequote/shipping/bharatishipyard/BS13
GRUH Finance,236.90,232,235.40,232.75,2.65,120592,336155,352200,315437,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-housing/gruhfinance/GRU
Dhanlaxmi Bank,45,44,44.60,44.10,0.50,209266,520663,389851,272522,3 Star,http://www.moneycontrol.com/india/stockpricequote/banks-privatesector/dhanlaxmibank/DB01
State Bk Travan,475.30,445.60,470.10,464.85,5.25,59551,89217,79172,58062,3 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/statebanktravancore/SBT
Eros Intl,328.80,312.60,324.60,321,3.60,418279,468970,362338,236949,3 Star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM
Syndicate Bank,129,125.55,127.90,126.50,1.40,2085741,1817520,2187627,2102240,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/syndicatebank/SB9
Orient Abrasive,23,22.10,22.80,22.55,0.25,11536,54682,51964,37146,3 Star,http://www.moneycontrol.com/india/stockpricequote/abrasives/orientabrasives/OA01
SML Isuzu,975,938,946.85,936.60,10.25,36237,65404,63959,42176,3 Star,http://www.moneycontrol.com/india/stockpricequote/auto-lcvshcvs/smlisuzu/SM
Oberoi Realty,260,248.25,257.70,254.95,2.75,291296,226254,215205,236369,4 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/oberoirealty/OR
Tantia Const,23.70,21.90,23.15,22.90,0.25,1722,6310,8167,4041,2 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/tantiaconstructions/TC15
Adani Enterpris,500.90,490.75,495.30,490,5.30,1225574,1681165,1417992,1360008,3 Star,http://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13
EID Parry,244.80,234.10,238.10,235.60,2.50,195089,289944,299857,199512,2 Star,http://www.moneycontrol.com/india/stockpricequote/sugar/eidparry(india)/EID
Dalmia Sugar,24.90,23,24.05,23.80,0.25,20673,35853,24666,16299,3 Star,http://www.moneycontrol.com/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB
Zee Entertain,382.45,372,380.10,376.15,3.95,2187360,2600956,2627639,2263343,2 Star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/zeeentertainmententerprises/ZEE
Autoline Ind,92.90,88.55,91.10,90.15,0.95,130405,186255,182278,176818,3 Star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/autolineindustries/AI59
Cords Cable Ind,29.55,27,28.85,28.55,0.30,2517,6455,5029,2889,3 Star,http://www.moneycontrol.com/india/stockpricequote/cables-powerothers/cordscableindustries/CCI07
SKS Microfin,367.70,356.50,363.60,359.85,3.75,1216886,1930442,3428057,1919434,2 Star,http://www.moneycontrol.com/india/stockpricequote/finance-general/sksmicrofinance/SM11
Eveready Ind,164.85,155.60,161.50,159.85,1.65,971938,1329399,1108512,556421,3 Star,http://www.moneycontrol.com/india/stockpricequote/drycells/evereadyindustriesindia/EII02
IOB,58.90,57.30,58.55,57.95,0.60,978348,1295714,2416466,2011708,2 Star,http://www.moneycontrol.com/india/stockpricequote/banks-publicsector/indianoverseasbank/IOB
Jain Irrigation,83.90,81.35,83.10,82.25,0.85,3114446,5792327,4525791,3099404,3 Star,http://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02
Cigniti Tech,485,470,482.35,477.45,4.90,15935,22538,18489,0,3 Star,http://www.moneycontrol.com/india/stockpricequote/computers-softwaremediumsmall/cignititechnologies/CI42
Puravankara,101.40,98,98.45,97.45,1,56318,187514,167458,124248,3 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-realestate/puravankaraprojects/PP01
India Glycols,121.60,118.05,120.10,118.90,1.20,70340,90255,209121,134656,2 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/indiaglycols/IG
GMR Infra,20.45,19.35,20.30,20.10,0.20,28136387,16282598,18479116,24750840,4 Star,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27
Jain Irrig (D),55,53.10,54.30,53.75,0.55,23227,52793,47582,34747,3 Star,http://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems(dvr)/JIS03
IFGL Refractory,171,166.35,168.80,167.15,1.65,16073,57419,88090,65420,2 Star,http://www.moneycontrol.com/india/stockpricequote/cement-productsbuildingmaterials/ifglrefractories/IFG
Honda Siel,905.90,872,901.15,892.35,8.80,15996,10298,14518,8244,4 Star,http://www.moneycontrol.com/india/stockpricequote/electricequipment/hondasielpowerproducts/HSP02
Ahluwalia,159.90,150.15,154.65,153.15,1.50,125968,76458,90317,57619,4 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/ahluwaliacontractsindia/ACI12
Garware Wall,184,178,181.15,179.40,1.75,48114,54864,43567,24577,3 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-general/garwarewallropes/GWR
Lovable Lingeri,424.90,409.95,413,409,4,395418,1645378,884648,361545,3 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-readymadeapparels/lovablelingerie/LL04
Dish TV,64.45,61.60,63.70,63.10,0.60,4027935,5938056,4880138,3331735,3 Star,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dishtvindia/DTV
Kwality,48.25,46.15,47.75,47.30,0.45,308534,508599,413413,352514,3 Star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01
Swelect Energy,429.05,413.05,419.50,415.65,3.85,7360,6584,7542,6095,2 Star,http://www.moneycontrol.com/india/stockpricequote/electricequipment/swelectenergysystems/NPS
Vadilal Ind,226.40,211.10,225.70,223.60,2.10,12054,7587,17444,11338,2 Star,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/vadilalindustries/VI01
Container Corp,1363.80,1331.85,1355.20,1343,12.20,127889,22487,55392,51667,4 Star,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
RPP Infra Proj,155,139.50,140.75,139.50,1.25,91203,97731,64291,86859,3 Star,http://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/rppinfraprojects/RIP01
Tide Water Oil,16275,15338.70,16011.45,15869.45,142,1207,1753,1665,1213,3 Star,http://www.moneycontrol.com/india/stockpricequote/lubricants/tidewateroil/TWO
Hikal,712.95,694.95,706.10,699.85,6.25,2074,5703,5510,4769,3 Star,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05
National Steel,23.40,21.70,22.90,22.70,0.20,8364,24427,16672,11498,3 Star,http://www.moneycontrol.com/india/stockpricequote/steel-gpgcsheets/nationalsteelagroindustries/NSA02
Pearl Global In,227,221.20,224.20,222.25,1.95,10136,20767,14772,10482,3 Star,http://www.moneycontrol.com/india/stockpricequote/textiles-readymadeapparels/pearlglobalindustries/HPF01
Vaibhav Global,750,736,742.10,735.65,6.45,39885,33358,28049,17885,5 Star,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/vaibhavglobal/VG02
Foseco India,1083,992.05,1030.10,1021.15,8.95,10245,3165,1979,1452,5 Star,http://www.moneycontrol.com/india/stockpricequote/chemicals/fosecoindia/FI12
Motherson Sumi,432.15,420.25,428.30,424.65,3.65,969652,3119650,2788708,2231602,3 Star,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mothersonsumisystems/MSS01
Delta Corp,101.30,97.10,100,99.15,0.85,3050299,4598659,3290169,2479327,3 Star,http://www.moneycontrol.com/india/stockpricequote/finance-general/deltacorp/DC11
